Unit: nm2,ADFL,ADFR,ADLL,ADLR,AFDL,AFDR,ALML,ALMR,ALNL,ALNR,AQR,ASEL,ASER,ASGL,ASGR,ASHL,ASHR,ASIL,ASIR,ASJL,ASJR,ASKL,ASKR,AUAL,AUAR,AVM,AWAL,AWAR,AWBL,AWBR,AWCL,AWCR,BAGL,BAGR,DVA,FLPL,FLPR,IL2DL,IL2DR,IL2L,IL2R,IL2VL,IL2VR,OLLL,OLLR,OLQDL,OLQDR,OLQVL,OLQVR,PLNL,PLNR,SAADL,SAADR,SAAVL,SAAVR,SDQL,SDQR,URBL,URBR,URXL,URXR,URYDL,URYDR,URYVL,URYVR,ADAL,ADAR,AIAL,AIAR,AIBL,AIBR,AINL,AINR,AIYL,AIYR,AIZL,AIZR,AVAL,AVAR,AVBL,AVBR,AVDL,AVDR,AVEL,AVER,BDUL,BDUR,DVC,PVCL,PVCR,PVNL,PVNR,PVPL,PVPR,PVR,PVT,RIAL,RIAR,RIBL,RIBR,RIFL,RIFR,RIGL,RIGR,RIH,RIML,RIMR,RIPL,RIPR,RIR,IL1DL,IL1DR,IL1L,IL1R,IL1VL,IL1VR,RIVL,RIVR,RMDDL,RMDDR,RMDL,RMDR,RMDVL,RMDVR,RMED,RMEL,RMER,RMEV,RMFL,RMFR,RMHL,RMHR,SIADL,SIADR,SIAVL,SIAVR,SIBDL,SIBDR,SIBVL,SIBVR,SMBDL,SMBDR,SMBVL,SMBVR,SMDDL,SMDDR,SMDVL,SMDVR,URADL,URADR,URAVL,URAVR,ADEL,ADER,AIML,AIMR,ALA,AVFL,AVFR,AVHL,AVHR,AVJL,AVJR,AVKL,AVKR,AVL,CEPDL,CEPDR,CEPVL,CEPVR,HSNL,HSNR,PVQL,PVQR,RICL,RICR,RID,RIS,RMGL,RMGR,BWM-DL01,BWM-DR01,BWM-VL01,BWM-VR01,BWM-DL02,BWM-DR02,BWM-VL02,BWM-VR02,BWM-DL03,BWM-DR03,BWM-VL03,BWM-VR03,BWM-DL04,BWM-DR04,BWM-VL04,BWM-VR04,BWM-DL05,BWM-DR05,BWM-VL05,BWM-VR05,BWM-DL06,BWM-DR06,BWM-VL06,BWM-VR06,BWM-DL07,BWM-DR07,BWM-VL07,BWM-VR07,BWM-DL08,BWM-DR08,BWM-VL08,BWM-VR08,CANL,CANR,CEPshDL,CEPshDR,CEPshVL,CEPshVR,GLRDL,GLRDR,GLRL,GLRR,GLRVL,GLRVR,excgl
"ADFL,  ADFL,  ADFL,  ADFL,  ADFL,  ADFL,  ADFL","0,  0,  0,  0,  0,  0,  0","136260,  92288,  112440,  252120,  170640,  302899.2,  543600","0,  0,  0,  0,  0,  0,  1009920","0,  0,  0,  0,  0,  0,  0","304980,  618816,  270720,  390600,  528960,  725606.4,  1350240","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  41760,  0,  0,  0","177060,  191552,  93060,  634620,  121680,  168038.4,  820200","209220,  40320,  0,  37680,  341040,  0,  4080","15360,  0,  3540,  0,  0,  0,  219720","0,  0,  0,  0,  0,  0,  0","138000,  687296,  450900,  458580,  1050960,  950476.8,  699720","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  9960,  48360,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  13080,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","672840,  909952,  1076640,  496620,  2141160,  2145331.2,  4587960","14580,  62720,  9180,  48540,  415800,  145152,  116520","0,  0,  0,  0,  0,  0,  0","426060,  842048,  460920,  700020,  1526760,  2356377.6,  2991840","0,  0,  0,  0,  0,  0,  0","568860,  1174592,  940860,  978060,  2310960,  1790515.2,  5319960","0,  57088,  19020,  142260,  62160,  29184,  166560","21480,  0,  2760,  27300,  0,  0,  0","20460,  34752,  0,  0,  3120,  0,  13920","0,  0,  0,  0,  0,  0,  0","79680,  0,  0,  0,  30240,  45465.6,  84720","24420,  103360,  13740,  108780,  9480,  441907.2,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","39420,  7616,  27660,  71820,  57840,  62054.4,  99600","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","541380,  664768,  500940,  907320,  822600,  1589452.8,  2543760","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","25500,  7744,  38880,  46740,  1560,  0,  1680","0,  0,  0,  0,  0,  0,  0","0,  43008,  15660,  237960,  249360,  97689.6,  858240","0,  0,  0,  0,  0,  0,  0","165540,  180992,  148080,  131820,  268440,  388915.2,  1380480","0,  0,  0,  0,  0,  0,  0","55380,  124992,  105060,  123360,  116880,  39782.4,  320640","31140,  114112,  20640,  14760,  24600,  175564.8,  329400","0,  0,  0,  0,  0,  0,  0","300,  0,  48840,  0,  8040,  35635.2,  14760","1105500,  1442624,  594000,  568800,  885240,  495206.4,  1041960","44100,  5632,  0,  0,  7200,  0,  0","1211040,  1781632,  1070340,  1932840,  3119280,  2867712,  7040760","8100,  2240,  27480,  112260,  104880,  0,  284040","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","43800,  220608,  85080,  39720,  123960,  210278.4,  180600","0,  0,  0,  0,  0,  0,  0","17040,  0,  0,  0,  0,  0,  0","0,  0,  0,  76740,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","900,  0,  0,  0,  0,  1996.8,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","150660,  320,  88680,  20760,  148080,  20889.6,  486000","0,  7424,  0,  23760,  99720,  0,  316680","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","153720,  447552,  235320,  517620,  1490280,  1975603.2,  2201040","0,  0,  0,  0,  0,  0,  0","129360,  148608,  25800,  138180,  152520,  140390.4,  801840","0,  0,  19200,  0,  0,  0,  4920","0,  53696,  113820,  83880,  238440,  342681.6,  852120","0,  0,  0,  0,  2160,  0,  5280","0,  0,  0,  24600,  157560,  300595.2,  327840","0,  0,  0,  0,  0,  0,  0","28080,  62656,  16620,  0,  80520,  103065.6,  1092840","0,  0,  2820,  123120,  0,  17049.6,  246120","0,  0,  0,  23880,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","802200,  992192,  401940,  1175940,  1007520,  1160140.8,  2890800","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","25260,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  114120","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  159104,  202260,  1620,  323760,  546508.8,  0","0,  0,  0,  0,  0,  0,  0","0,  183168,  0,  0,  85680,  0,  274080","0,  0,  0,  0,  0,  0,  0","0,  40896,  67260,  33600,  321480,  377702.4,  617400","0,  0,  0,  1380,  0,  0,  0","52380,  250240,  333360,  190980,  817200,  833433.6,  0","0,  0,  0,  0,  0,  0,  0","320640,  700800,  498060,  720960,  1216320,  1330636.8,  1550160","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  780,  24240,  0,  219801.6,  651000","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  9360","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  2400","297960,  1078144,  353100,  386760,  1711200,  1475328,  1183560","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  87840","0,  10176,  480,  20460,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  9960,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","28920,  0,  0,  0,  0,  13824,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  2160,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0"
ADFR,"136260,  92288,  112440,  252120,  170640,  302899.2,  543600","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  121036.8,  395640","0,  0,  0,  0,  0,  0,  0","129060,  872000,  469200,  226320,  2348520,  812390.4,  832200","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  33360,  0,  0,  0","12840,  188416,  15960,  2520,  123960,  657715.2,  79320","456780,  363200,  110040,  449340,  395760,  264499.2,  291360","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  1200","0,  49024,  0,  0,  0,  2764.8,  0","108480,  307968,  482220,  144900,  1307400,  993484.8,  970320","0,  0,  0,  0,  0,  0,  0","0,  640,  0,  24720,  0,  0,  15840","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  28440,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  72420,  84780,  0,  3379.2,  0","688140,  1038848,  925860,  1130700,  2287920,  2527180.8,  4854360","0,  0,  0,  57840,  0,  91084.8,  0","0,  0,  0,  0,  0,  0,  0","355560,  699648,  600660,  181680,  2013240,  1747046.4,  3395520","8640,  0,  73320,  68880,  0,  0,  0","720780,  944576,  987240,  1164840,  2277120,  2606899.2,  5524440","0,  25408,  0,  0,  0,  2918.4,  0","0,  0,  0,  11280,  0,  109977.6,  0","540,  25088,  0,  3420,  5040,  0,  78000","0,  0,  8880,  0,  0,  0,  0","108300,  25600,  210600,  81480,  15960,  148224,  36360","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  16320,  0,  0","0,  0,  0,  0,  0,  0,  0","8100,  37632,  19980,  0,  170160,  2611.2,  134400","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","5340,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","459180,  675904,  500700,  1104780,  822960,  1514188.8,  1396320","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  82304,  6420,  5760,  54000,  4300.8,  28920","0,  0,  0,  0,  0,  0,  0","17820,  8064,  43680,  112320,  299160,  84019.2,  125520","0,  0,  0,  0,  0,  0,  0","237000,  215040,  109200,  161280,  101760,  216729.6,  644760","48780,  0,  17880,  58380,  0,  203520,  3000","40800,  42496,  107340,  252840,  0,  164966.4,  120","0,  94144,  16500,  0,  42960,  61593.6,  0","0,  0,  1800,  0,  0,  222873.6,  0","0,  0,  0,  0,  0,  0,  0","528300,  853568,  616860,  236520,  691320,  640512,  419400","34320,  4544,  133920,  56940,  0,  48537.6,  53880","1993560,  1587840,  1207500,  1984260,  2399640,  2725171.2,  6443400","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","35580,  96320,  148680,  103440,  100320,  296448,  163800","4140,  0,  0,  0,  0,  0,  0","53940,  0,  0,  0,  7560,  0,  0","10140,  0,  0,  5580,  0,  0,  0","0,  0,  0,  0,  0,  47155.2,  0","0,  0,  0,  0,  8400,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  63960,  0,  0,  0,  0","32340,  20032,  48300,  26160,  135000,  16896,  323760","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","307680,  299904,  239040,  590400,  1482000,  1574092.8,  2667240","0,  0,  8100,  0,  0,  0,  0","104640,  112192,  89400,  268920,  333600,  308121.6,  417720","0,  0,  0,  0,  0,  65587.2,  0","0,  3904,  19560,  196500,  37680,  198758.4,  574560","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  91500,  498960,  506112,  293160","81480,  48000,  21360,  0,  142200,  75878.4,  119280","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  26040,  3000,  0,  162120","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","474540,  984768,  609720,  990360,  953160,  1085030.4,  3432360","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  41520,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  192720","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","89040,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  127936,  30000,  0,  160320,  481996.8,  328800","0,  0,  0,  0,  0,  0,  0","0,  0,  85260,  0,  0,  0,  2760","0,  0,  0,  0,  0,  0,  0","0,  107904,  40140,  180960,  0,  309964.8,  686400","0,  0,  0,  0,  0,  0,  0","21300,  168832,  521400,  25320,  792960,  802252.8,  262920","0,  0,  0,  0,  0,  0,  0","244080,  824512,  537600,  288780,  1950480,  1040947.2,  3201480","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  3840,  71731.2,  323880","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  9720,  0,  0","0,  0,  0,  0,  0,  0,  0","463620,  634112,  415920,  457920,  1158840,  1020057.6,  2064720","0,  0,  18720,  0,  12720,  0,  0","0,  0,  0,  0,  0,  0,  18360","0,  0,  0,  0,  2880,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  20280,  0,  0,  0","0,  0,  0,  0,  0,  0,  88200","0,  0,  0,  0,  0,  0,  66600","0,  0,  0,  0,  0,  0,  0","3540,  0,  0,  40800,  0,  0,  0","0,  0,  0,  0,  0,  107673.6,  462720","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  18960,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0","0,  0,  0,  0,  0,  0,  0"
